Country,Date,News_Count,Avg_Tone
Madagascar,2020-04-27,46,-4.4252913427640985
Martinique,2020-04-27,2,-1.506370127554312
United States,2020-04-27,72491,-1.7549407010132725
Belarus,2020-04-27,162,-2.8829091178022273
Ireland,2020-04-27,1458,-1.3447121181408674
Saint Vincent and the Grenadines,2020-04-27,11,-1.5037794128524404
Cook Islands,2020-04-27,12,-2.13509498679382
Greenland,2020-04-27,10,1.5225083867102385
Faroe Islands,2020-04-27,2,-0.38392892166476988
Australia,2020-04-27,5688,-1.9680363349529288
North Korea,2020-04-27,568,-1.9385519749903
Chad,2020-04-27,34,-0.0494543182658187
Lithuania,2020-04-27,52,-2.9948822050393762
Lesotho,2020-04-27,12,-1.0349056871239464
West Bank,2020-04-27,174,-4.6208391276006848
Angola,2020-04-27,96,-2.39689228268281
Bangladesh,2020-04-27,937,-2.7588897111031523
Russia,2020-04-27,2431,-3.4770834961058386
Nepal,2020-04-27,184,-2.1178695890942021
Vanuatu,2020-04-27,66,-3.2687841530562909
Spain,2020-04-27,2203,-2.6014159568723394
Kuwait,2020-04-27,252,-2.089409117393207
Belgium,2020-04-27,371,-2.8514984262945737
Gabon,2020-04-27,11,-0.96165763481206556
Morocco,2020-04-27,143,-2.5369770386349106
Mauritius,2020-04-27,35,-1.8546611989898905
Oman,2020-04-27,125,-1.7031121596859671
Albania,2020-04-27,42,-0.30493166993519072
Lebanon,2020-04-27,501,-5.474109137930526
Guyana,2020-04-27,83,-0.40775487243616326
Tajikistan,2020-04-27,137,-3.706879618973252
Slovak Republic,2020-04-27,36,-1.5808275922070782
Gaza Strip,2020-04-27,14,-1.894383687459978
Samoa,2020-04-27,39,-1.9410359131315731
Turkmenistan,2020-04-27,103,-0.18223098178177069
Cambodia,2020-04-27,90,-2.8294833063048093
Cameroon,2020-04-27,109,-2.3130101489578987
Azerbaijan,2020-04-27,144,-1.8557466351474472
Kosovo,2020-04-27,57,-1.4538207201083748
Guadeloupe,2020-04-27,1,-2.76582667486171
Serbia,2020-04-27,131,-2.8875950632330283
Burundi,2020-04-27,105,-5.460661395729308
Belize,2020-04-27,22,-2.1683199167167611
Sierra Leone,2020-04-27,85,-1.3526888620156758
New Zealand,2020-04-27,2021,-1.8236703600464472
Croatia,2020-04-27,87,-2.738863537980508
Marshall Islands,2020-04-27,26,-2.2258486243639388
Palau,2020-04-27,6,-3.3777326018309277
Philippines,2020-04-27,2057,-1.8584909769229505
Mauritania,2020-04-27,19,-1.1305193491947076
Kiribati,2020-04-27,5,-1.2095897425106434
Mayotte,2020-04-27,3,2.1382910077214166
Gambia,2020-04-27,80,-0.70587372074899224
United Arab Emirates,2020-04-27,706,-2.446317298330035
Swaziland,2020-04-27,16,-1.6103286781537349
Paracel Islands,2020-04-27,1,-3.20470896010464
Bulgaria,2020-04-27,52,-1.9565651712279006
Jordan,2020-04-27,164,-1.8676286692256259
Benin,2020-04-27,80,-2.5428629194596741
Mozambique,2020-04-27,37,-2.0887671295602162
Iraq,2020-04-27,408,-3.463957178966341
Cayman Islands,2020-04-27,23,0.91556441245302767
Bahrain,2020-04-27,182,-1.0966761355791077
Fiji,2020-04-27,101,-0.605748841445408
Togo,2020-04-27,59,-1.7656011459575605
Kazakhstan,2020-04-27,181,-2.2832038615182233
Cote d'Ivoire,2020-04-27,76,-2.3491666633745565
Turkey,2020-04-27,1073,-3.705580423481698
"Vietnam, Republic of",2020-04-27,864,-1.2101906077340872
Iran,2020-04-27,1395,-4.8943483695739625
France,2020-04-27,2682,-2.7735674800799881
Israel,2020-04-27,2230,-3.6667795771912033
South Korea,2020-04-27,1930,-2.4523228124716843
Canada,2020-04-27,5156,-1.1229168244615189
Czech Republic,2020-04-27,351,-3.4209945096947796
El Salvador,2020-04-27,137,-7.9367387802151814
Singapore,2020-04-27,1072,-2.1170825682937746
Norway,2020-04-27,336,-2.1601257758856085
Malawi,2020-04-27,202,-1.8037725765303696
Myanmar,2020-04-27,91,-3.2240209851737935
Chile,2020-04-27,250,-4.4522098658370348
Finland,2020-04-27,199,-2.0085817199198188
Solomon Islands,2020-04-27,33,-1.1715350751237659
Zambia,2020-04-27,79,-0.24307570717674024
Comoros,2020-04-27,21,-4.0773154799137021
Guinea-Bissau,2020-04-27,23,-0.44250224178340608
Uruguay,2020-04-27,16,-2.0978110708539583
Bosnia-Herzegovina,2020-04-27,16,-1.5862353846709358
Tonga,2020-04-27,24,-1.6362674332361129
Antarctica,2020-04-27,12,-2.3463112571618545
Ecuador,2020-04-27,180,-4.8887595852838306
Puerto Rico,2020-04-27,60,-1.035293732961021
Oceans,2020-04-27,52,-2.6620506338198919
Barbados,2020-04-27,34,0.60617165210126411
American Samoa,2020-04-27,3,-2.6938834682197532
Aruba,2020-04-27,5,-0.81726768133271621
Reunion,2020-04-27,18,-3.2731972247016405
Sri Lanka,2020-04-27,673,-1.8592268766577871
United Kingdom,2020-04-27,14072,-1.7075983900381779
Colombia,2020-04-27,220,-2.899976453792569
Vatican City,2020-04-27,15,-0.67865617511480458
Libya,2020-04-27,153,-4.262722264679522
Panama,2020-04-27,74,-1.1285193783054139
Democratic Republic of the Congo,2020-04-27,72,-3.8580061166568824
Bermuda,2020-04-27,29,-2.2493772437803616
Andorra,2020-04-27,2,-1.193388893136579
Monaco,2020-04-27,39,-0.7209044427927106
Moldova,2020-04-27,20,0.42932890419874803
New Caledonia,2020-04-27,6,-3.2600322183089347
San Marino,2020-04-27,1,0.0522466039707421
Ghana,2020-04-27,975,-1.6935817663085089
Tanzania,2020-04-27,202,-2.1660684092126949
Saudi Arabia,2020-04-27,1177,-3.1927685324358026
Afghanistan,2020-04-27,708,-4.6879169284279145
Austria,2020-04-27,297,-1.8793979561225673
Pakistan,2020-04-27,1592,-2.8567061394238085
Zimbabwe,2020-04-27,536,-2.48895136872671
Slovenia,2020-04-27,26,-2.0328699207683067
Papua New Guinea,2020-04-27,38,-1.6158712786027678
Costa Rica,2020-04-27,10,0.31970957451548143
Micronesia,2020-04-27,6,-2.8571147847832812
Equatorial Guinea,2020-04-27,56,-1.708237937909165
Argentina,2020-04-27,278,-3.345496218906125
Virgin Islands,2020-04-27,8,-3.6588699287920092
French Polynesia,2020-04-27,17,-2.6923847825668994
Anguilla,2020-04-27,5,5.2474926943101057
Northern Mariana Islands,2020-04-27,6,-2.2885794407427387
Cape Verde,2020-04-27,4,-3.3096910671843998
Haiti,2020-04-27,91,-1.9468781548786469
Norfolk Island,2020-04-27,2,-3.39682985416911
Mali,2020-04-27,37,-0.99041943033385538
Hong Kong,2020-04-27,565,-2.3522137278555237
Romania,2020-04-27,189,-2.0076512932431005
Suriname,2020-04-27,6,-1.1008277747797615
Italy,2020-04-27,3535,-3.1613909070923745
India,2020-04-27,13949,-2.1976435264266372
Brazil,2020-04-27,761,-3.3853218186772058
Honduras,2020-04-27,56,-5.5512077339227019
Guernsey,2020-04-27,21,-1.7635785987162806
Tokelau,2020-04-27,1,0.444938820912125
Italy,2020-04-28,2981,-3.1799530393180615
Myanmar,2020-04-28,60,-1.6591667062701083
Kiribati,2020-04-28,4,1.8899540176135925
Germany,2020-04-28,2826,-2.6217703028598454
Kuwait,2020-04-28,172,-1.1444060495387767
Greece,2020-04-28,471,-3.3220021822984362
Belgium,2020-04-28,537,-2.2139983111422952
Maldives,2020-04-28,69,-0.69335026418099344
Rwanda,2020-04-28,166,-2.5609198138546834
"Vietnam, Republic of",2020-04-28,925,-2.866742627509224
Switzerland,2020-04-28,807,-1.9565629758889522
Gambia,2020-04-28,81,-1.4196955819237131
Romania,2020-04-28,199,-2.13354941316269
Mexico,2020-04-28,1068,-2.58721398823675
Poland,2020-04-28,259,-1.4627727942313995
Armenia,2020-04-28,168,-2.0113932330245055
Bermuda,2020-04-28,35,-1.9839973341346115
Chile,2020-04-28,224,-4.6411787055982376
Venezuela,2020-04-28,223,-4.2729288929245106
United Arab Emirates,2020-04-28,788,-2.3160906622448376
Cambodia,2020-04-28,141,-1.3859330654782349
Sri Lanka,2020-04-28,404,-2.2538586965581451
Togo,2020-04-28,31,-0.73252362132553128
Denmark,2020-04-28,194,-1.50939982698357
Bulgaria,2020-04-28,85,-1.1885188552753063
Burkina Faso,2020-04-28,46,-2.9529839450563995
Uruguay,2020-04-28,16,0.13647900797709811
Eritrea,2020-04-28,18,-3.76625583631466
Haiti,2020-04-28,96,-1.9939208388020149
Ethiopia,2020-04-28,210,-1.7193242505847741
Morocco,2020-04-28,197,-3.5347244198776946
Cameroon,2020-04-28,107,-2.4913232074721283
Kyrgyzstan,2020-04-28,101,-2.5437633791139662
Qatar,2020-04-28,154,-0.96273634161223542
Costa Rica,2020-04-28,37,-1.664873120381485
Argentina,2020-04-28,355,-3.5195567896155353
Chad,2020-04-28,53,-4.8802737495461868
Macedonia,2020-04-28,25,-0.32872879287841883
Lesotho,2020-04-28,30,-1.6238970014155343
Macau,2020-04-28,53,-1.4537601304183716
Tokelau,2020-04-28,3,-0.016219877574193298
Micronesia,2020-04-28,16,-2.0863791972200909
Zimbabwe,2020-04-28,626,-3.3574454223750436
Moldova,2020-04-28,9,-0.9799904574978463
Oceans,2020-04-28,36,-2.1561615839164809
Montenegro,2020-04-28,13,-0.84510370463444429
Bolivia,2020-04-28,46,-4.04180750077036
Saint Lucia,2020-04-28,10,-0.19877664132514908
Antarctica,2020-04-28,11,-1.2811053404103154
Gaza Strip,2020-04-28,10,-2.7307146926216119
Equatorial Guinea,2020-04-28,37,-1.3678639017773542
Jordan,2020-04-28,265,-1.6061845975296971
American Samoa,2020-04-28,5,-0.48640216856463936
Cape Verde,2020-04-28,5,-3.6340562828283129
Guam,2020-04-28,169,-2.6459487227222369
Spratly Islands,2020-04-28,3,-2.8877389928393828
Marshall Islands,2020-04-28,18,-1.4912363448395738
Estonia,2020-04-28,116,-2.9242764992763481
Niue,2020-04-28,2,1.21580547112462
San Marino,2020-04-28,3,-1.7916856718728049
Liberia,2020-04-28,243,-1.2003254675334791
Antigua and Barbuda,2020-04-28,13,0.8139233605375924
Guyana,2020-04-28,108,-0.90789184526568067
Ghana,2020-04-28,960,-0.82641376833907843
Turkmenistan,2020-04-28,55,-1.4853830952582887
Mali,2020-04-28,53,-2.9974839288112629
Slovenia,2020-04-28,55,-2.023689897704736
Gibraltar,2020-04-28,23,-1.1087501612555961
Somalia,2020-04-28,129,-3.3380751617873097
Vanuatu,2020-04-28,79,-3.0090019051626418
South Africa,2020-04-28,1955,-1.9928542835723739
South Sudan,2020-04-28,106,-2.8225649579204175
Cook Islands,2020-04-28,19,-1.0064914433166579
Sudan,2020-04-28,232,-2.8909428442948339
Saint Helena,2020-04-28,1,2.43161094224924
Virgin Islands,2020-04-28,6,-1.6217452045703906
Brunei,2020-04-28,70,-2.3802805684158286
Niger,2020-04-28,102,-3.48392437114055
Namibia,2020-04-28,106,-2.9988620610755015
East Timor,2020-04-28,8,-2.2414866813553336
Guatemala,2020-04-28,64,-5.583374364096648
Kenya,2020-04-28,1209,-2.8429662053644282
Comoros,2020-04-28,16,-0.17212224788383884
Papua New Guinea,2020-04-28,20,-4.6449857779555721
Indonesia,2020-04-28,1297,-3.0713679169905133
New Zealand,2020-04-28,2542,-1.609978693165427
Philippines,2020-04-28,2297,-1.58977448664108
United States,2020-04-28,82639,-1.6576505475562751
Canada,2020-04-28,6417,-1.2301838748655183
North Korea,2020-04-28,894,-2.2377932978611303
Austria,2020-04-28,371,-2.4903922949492787
Panama,2020-04-28,121,-1.412213426269584
Bangladesh,2020-04-28,953,-2.3640092295994544
Syria,2020-04-28,634,-2.00512569926071
Egypt,2020-04-28,701,-3.0140425208550945
Barbados,2020-04-28,68,-1.2082229130602504
Iraq,2020-04-28,271,-2.5222744452288914
Ukraine,2020-04-28,469,-2.7345332068789316
Uzbekistan,2020-04-28,62,-3.4890918421389592
Jersey,2020-04-28,483,-1.1329224951036692
Iceland,2020-04-28,95,-1.7919380270333021
Dominican Republic,2020-04-28,39,-6.2272868464698252
Jamaica,2020-04-28,321,-1.8135100636965773
Belarus,2020-04-28,144,-3.1663354087167925
Congo,2020-04-28,78,-2.1532756661805612
Monaco,2020-04-28,34,-0.039568073724607356
Puerto Rico,2020-04-28,90,-0.71236939827862755
Algeria,2020-04-28,102,-3.9562781049638467
Seychelles,2020-04-28,21,0.66409843855680406
Belize,2020-04-28,48,0.53513186291233783
Botswana,2020-04-28,83,-2.0810997860745069
Palau,2020-04-28,14,-1.8329968543186288
Singapore,2020-04-28,1159,-2.5960129461476895
Albania,2020-04-28,35,-3.4266523014917238
Northern Mariana Islands,2020-04-28,6,-2.1488446750951224
Cayman Islands,2020-04-28,30,-0.12209443149996124
Liechtenstein,2020-04-28,5,-1.380535005808017
Senegal,2020-04-28,165,-0.82829549705887473
Madagascar,2020-04-28,159,-1.5202068879777575
New Caledonia,2020-04-28,3,-0.93399740942287268
Vatican City,2020-04-28,10,-3.2182354921604319
Finland,2020-04-28,198,-2.5644329385032512
Israel,2020-04-28,2114,-3.2530356219968195
Angola,2020-04-28,112,-2.8384016404508321
Trinidad and Tobago,2020-04-28,91,-1.0420884841127163
Grenada,2020-04-28,25,-0.90900983876142549
Tuvalu,2020-04-28,1,2.43161094224924
Saint Kitts and Nevis,2020-04-28,11,-2.2012266770472317
Cyprus,2020-04-28,96,-3.218533986377571
Sweden,2020-04-28,752,-1.1982524813724849
Russia,2020-04-28,2532,-3.4011417572413465
Thailand,2020-04-28,872,-2.9480307052753947
Greenland,2020-04-28,16,-2.7747524247562683
Turkey,2020-04-28,1381,-1.8817965345921217
Serbia,2020-04-28,120,-3.9699432296811339
Samoa,2020-04-28,29,-2.1791625718128316
Mauritania,2020-04-28,11,-2.797534849146583
Mongolia,2020-04-28,35,-0.37752675221178289
Taiwan,2020-04-28,635,-0.96248650168672645
Uganda,2020-04-28,563,-3.219605006254965
Slovak Republic,2020-04-28,58,-1.1637327623376346
Spain,2020-04-28,2433,-3.6080490620616654
China,2020-04-28,14414,-2.9040710491830168
South Korea,2020-04-28,2113,-2.0732569804529892
Nigeria,2020-04-28,5240,-2.5164234757683288
Portugal,2020-04-28,225,-2.5033684692476759
Libya,2020-04-28,313,-7.2642102422397974
Japan,2020-04-28,3135,-2.8461130150108529
Czech Republic,2020-04-28,313,-2.4369484604583023
Brazil,2020-04-28,1389,-4.3944708080824517
Georgia,2020-04-28,191,-3.0550602096913586
Netherlands,2020-04-28,514,-1.2160804886690426
Azerbaijan,2020-04-28,201,-1.7670754478210615
Saudi Arabia,2020-04-28,855,-2.2643007974053719
United Kingdom,2020-04-28,14490,-1.8997088643279121
Tajikistan,2020-04-28,149,-4.0739171142979194
Malawi,2020-04-28,188,-1.9709731587271657
Peru,2020-04-28,362,-7.16830589827552
Tonga,2020-04-28,24,-2.0191404488749347
Croatia,2020-04-28,68,-2.7918200090851855
Hungary,2020-04-28,172,-2.0889670471621007
Ecuador,2020-04-28,194,-4.0312296461248183
Sierra Leone,2020-04-28,131,-2.5202218613104739
Nepal,2020-04-28,185,-2.75976472143328
El Salvador,2020-04-28,167,-6.1163282584801619
Guinea,2020-04-28,43,-7.2025071470223239
Kosovo,2020-04-28,19,0.44952242642818097
Gabon,2020-04-28,39,-0.15181769349357854
Cote d'Ivoire,2020-04-28,38,-1.547669580918857
Solomon Islands,2020-04-28,18,-2.5807411335611761
Bosnia-Herzegovina,2020-04-28,41,-1.8836760336384968
"Bahamas, The",2020-04-28,190,-2.8942246110929664
Swaziland,2020-04-28,9,-2.1355337932285492
Dominica,2020-04-28,12,0.91386990651916766
Andorra,2020-04-28,4,0.31355606896309585
Nauru,2020-04-28,1,2.43161094224924
Guinea-Bissau,2020-04-28,5,-2.1364246575636696
Ireland,2020-04-28,1565,-1.0841540777881638
Aruba,2020-04-28,3,-0.11269144806740372
Benin,2020-04-28,61,-1.7923583907350791
Nicaragua,2020-04-28,52,-2.1163155619007519
Tanzania,2020-04-28,211,-1.8448418176679962
Norfolk Island,2020-04-28,1,-3.0322197838440066
Central African Republic,2020-04-28,16,-0.83730919404218473
Malaysia,2020-04-28,922,-1.9971441741642069
Luxembourg,2020-04-28,111,-3.2436767537618807
Pakistan,2020-04-28,1677,-2.706632388854044
Tunisia,2020-04-28,119,-1.9664558977521134
Suriname,2020-04-28,5,-1.1025851375209252
Guernsey,2020-04-28,14,0.2202223402490785
Djibouti,2020-04-28,32,-4.0880490009329113
Lebanon,2020-04-28,679,-8.5405472444489181
Faroe Islands,2020-04-28,2,-0.4132231404958675
Mayotte,2020-04-28,1,-2.5
Iran,2020-04-28,1411,-4.9065963567722042
Oman,2020-04-28,105,-0.99373230593663608
Democratic Republic of the Congo,2020-04-28,43,-3.2018580500148022
Yemen,2020-04-28,470,-5.453525534647877
Zambia,2020-04-28,84,-1.9400707252785285
Laos,2020-04-28,55,-1.92115485068383
Norway,2020-04-28,295,-1.7767252554925577
Honduras,2020-04-28,52,-2.9304652780457419
Kazakhstan,2020-04-28,141,-2.380014931746758
West Bank,2020-04-28,96,-3.3537626438815469
Burundi,2020-04-28,66,-4.4662217450349955
Mozambique,2020-04-28,86,-3.2107239061969168
Saint Vincent and the Grenadines,2020-04-28,8,-0.54957147279439234
Bhutan,2020-04-28,81,1.2236994674899551
Reunion,2020-04-28,18,2.9709267523877112
French Polynesia,2020-04-28,6,-2.3955336683786781
Paraguay,2020-04-28,39,-1.4780721683043356
British Virgin Islands,2020-04-28,4,-0.991007183600912
Sao Tome and Principe,2020-04-28,7,-3.7717135399837485
Latvia,2020-04-28,78,-1.5002430218807778
Fiji,2020-04-28,111,-1.0602379081335997
Lithuania,2020-04-28,126,-0.70654301484677784
Cuba,2020-04-28,433,-1.3594681927068784
Malta,2020-04-28,100,-1.1578095590266115
Mauritius,2020-04-28,37,-2.6575408158805596
France,2020-04-28,2932,-3.2733332330853133
Australia,2020-04-28,5782,-2.0503837563833871
India,2020-04-28,14511,-2.3734261550446503
Colombia,2020-04-28,225,-4.4066764195344721
Bahrain,2020-04-28,132,-0.53598836839704433
Afghanistan,2020-04-28,671,-4.085792044146026
Hong Kong,2020-04-28,619,-2.3245148324180791
Anguilla,2020-04-28,23,1.4451804656619542
India,2020-04-29,13129,-2.3454033268144481
Yemen,2020-04-29,523,-5.6876239291537356
"Vietnam, Republic of",2020-04-29,1493,-2.8502601788522939
South Africa,2020-04-29,1837,-2.6564640269395019
France,2020-04-29,2689,-3.2338551367020254
Jersey,2020-04-29,449,-1.0078095291747324
Finland,2020-04-29,354,-1.8216803179639436
Hungary,2020-04-29,262,-2.6253721767630043
Kenya,2020-04-29,938,-3.78949797442795
Poland,2020-04-29,351,-2.3600039098438375
Pakistan,2020-04-29,1577,-2.3618595615652489
Peru,2020-04-29,315,-6.684862085776933
Maldives,2020-04-29,79,-1.1240425517131325
Bermuda,2020-04-29,19,-0.43271120076986813
Azerbaijan,2020-04-29,171,-1.3803263850663445
Tunisia,2020-04-29,129,-1.8426292947661456
Bulgaria,2020-04-29,55,-3.2305745922899956
Guyana,2020-04-29,105,-1.675049227660975
Laos,2020-04-29,65,-1.6412020695500167
Northern Mariana Islands,2020-04-29,5,-2.6714052367575438
Angola,2020-04-29,88,-2.9447854908868134
Namibia,2020-04-29,112,-2.6395455556617318
Tonga,2020-04-29,23,0.78109984220408346
Kiribati,2020-04-29,26,-2.5454099660984477
Mali,2020-04-29,53,-1.9870851784513615
Lesotho,2020-04-29,74,-2.8058009373194417
Uruguay,2020-04-29,30,-0.33543021556239949
East Timor,2020-04-29,3,-3.9747758581678463
Vatican City,2020-04-29,22,-2.958564848438519
Nauru,2020-04-29,21,-2.7100526930216162
Gambia,2020-04-29,54,-0.63083657540448446
Saint Lucia,2020-04-29,28,-1.9955833251275232
Kyrgyzstan,2020-04-29,39,-2.7245545568417096
Cook Islands,2020-04-29,28,-2.0341508407150517
Libya,2020-04-29,256,-6.3433219881741634
Uganda,2020-04-29,470,-1.8787613544149793
Slovak Republic,2020-04-29,56,-1.4843841911583773
Gabon,2020-04-29,13,-2.1619539312054656
Jamaica,2020-04-29,283,-0.440386628361761
Slovenia,2020-04-29,50,-3.5667468615741371
Samoa,2020-04-29,7,-0.76777220537911139
Belarus,2020-04-29,176,-3.7305181068097175
Somalia,2020-04-29,184,-2.7312619313244104
Saint Vincent and the Grenadines,2020-04-29,12,-0.73131627172267066
Niue,2020-04-29,3,-3.1590656284760867
Gaza Strip,2020-04-29,18,-3.0370113445608644
Jordan,2020-04-29,261,-2.3266265570055045
Ireland,2020-04-29,1578,-0.6876533203976255
Israel,2020-04-29,1705,-2.2758107808506463
Saint Kitts and Nevis,2020-04-29,25,-0.33893650188566204
Zambia,2020-04-29,103,-1.2638438093545679
Syria,2020-04-29,673,-3.5261134017455782
Moldova,2020-04-29,25,-1.5660334591684473
Malta,2020-04-29,125,-0.383499068259159
Guinea-Bissau,2020-04-29,60,-1.5499939144989197
Marshall Islands,2020-04-29,5,-2.9942150565682404
Reunion,2020-04-29,9,2.7355921120862989
Albania,2020-04-29,46,-3.5166787405414892
Trinidad and Tobago,2020-04-29,73,0.15603116921599347
Djibouti,2020-04-29,28,-3.2172709560304518
Hong Kong,2020-04-29,685,-3.0944097825115997
Palau,2020-04-29,2,-3.21904887251031
Niger,2020-04-29,439,-3.2940782904059693
Switzerland,2020-04-29,786,-2.4156751091449271
"Bahamas, The",2020-04-29,241,-0.59044362517952609
Macedonia,2020-04-29,16,0.49118148265977224
Congo,2020-04-29,65,-3.4726992506158649
Fiji,2020-04-29,75,-1.0289862242646515
Algeria,2020-04-29,135,-3.3713452557022014
Ecuador,2020-04-29,240,-4.0654659708310312
Liechtenstein,2020-04-29,2,-0.25232812373471525
Swaziland,2020-04-29,8,-2.8180125948840122
American Samoa,2020-04-29,5,-5.0384040957974534
Cuba,2020-04-29,433,-1.0685432229773666
Italy,2020-04-29,2984,-3.2977168957967185
Aruba,2020-04-29,3,1.18771861901106
Rwanda,2020-04-29,170,-2.0460437008528509
Brunei,2020-04-29,93,-3.6755558531462782
Dominica,2020-04-29,23,0.25068840882140275
Portugal,2020-04-29,181,-1.9447137316512098
Vanuatu,2020-04-29,28,-1.6557452676377769
Oceans,2020-04-29,48,-1.6219373479578634
Nigeria,2020-04-29,5634,-2.3679336685132673
Russia,2020-04-29,2581,-3.7259445050448949
Sweden,2020-04-29,930,-2.5181170003122633
Turkey,2020-04-29,1179,-2.0602669607720525
Colombia,2020-04-29,186,-3.9885822336308494
Brazil,2020-04-29,1144,-3.5883763154739143
Mexico,2020-04-29,934,-1.7781399125674269
Cape Verde,2020-04-29,13,-0.9543097741116866
Sierra Leone,2020-04-29,71,-6.0072435689916084
Liberia,2020-04-29,359,-2.0804305562048215
Myanmar,2020-04-29,168,-4.55984183469942
Indonesia,2020-04-29,1226,-2.208677767909057
Germany,2020-04-29,3033,-2.8462116836359561
Netherlands,2020-04-29,621,-1.6093340959214313
Ethiopia,2020-04-29,233,-1.8639036795498525
Venezuela,2020-04-29,242,-3.8315787746932513
Afghanistan,2020-04-29,617,-4.1237947566139139
Saudi Arabia,2020-04-29,929,-2.9461797256724345
Egypt,2020-04-29,523,-3.7987172098685789
Kuwait,2020-04-29,174,-1.0040861568102619
Lithuania,2020-04-29,118,-1.2268095958610581
Qatar,2020-04-29,228,-0.73132955296450319
El Salvador,2020-04-29,81,-5.57479518216178
Madagascar,2020-04-29,115,-1.4156688730198719
Romania,2020-04-29,218,-2.7049993028491475
Panama,2020-04-29,94,-1.64315053647492
Bosnia-Herzegovina,2020-04-29,39,-2.6556131175618241
French Guiana,2020-04-29,15,-1.7755248895497022
Latvia,2020-04-29,95,-2.5915797968661005
Comoros,2020-04-29,30,-2.6228655701481762
Virgin Islands,2020-04-29,8,-0.39737038436752625
Togo,2020-04-29,27,-0.26470580857605863
Macau,2020-04-29,81,-0.92332908587782159
Montenegro,2020-04-29,18,-3.6986463943607788
Democratic Republic of the Congo,2020-04-29,23,-3.7505393482766669
Svalbard,2020-04-29,5,-1.4364842112496981
Armenia,2020-04-29,121,-2.6116301879288453
United Kingdom,2020-04-29,14994,-1.9935396141857959
Sudan,2020-04-29,221,-3.6257379611919793
Sao Tome and Principe,2020-04-29,11,-3.516402542376218
Georgia,2020-04-29,194,-1.2771056419141291
Malaysia,2020-04-29,906,-2.79248415472377
Iceland,2020-04-29,83,-2.2918607536182893
Spain,2020-04-29,2220,-3.197352289379666
New Caledonia,2020-04-29,13,-3.5725469292900751
Philippines,2020-04-29,1739,-1.710179449300985
Cayman Islands,2020-04-29,56,-1.1944656711761303
Spratly Islands,2020-04-29,1,-2.98130368873168
Australia,2020-04-29,5417,-1.7637967597866475
Senegal,2020-04-29,108,-1.4109270847674318
China,2020-04-29,14815,-2.9643325345772058
Austria,2020-04-29,363,-1.4933271289335213
Eritrea,2020-04-29,15,-3.2763575460560173
Canada,2020-04-29,6281,-1.0847372882917281
Denmark,2020-04-29,277,-1.8864062578773009
Belize,2020-04-29,32,0.54342937157846616
Seychelles,2020-04-29,30,0.12566187927211958
United Arab Emirates,2020-04-29,636,-0.63430571223163534
Puerto Rico,2020-04-29,129,-2.3494334409653321
Cote d'Ivoire,2020-04-29,23,-3.4575193697851985
Kazakhstan,2020-04-29,114,-1.3602406521696564
Montserrat,2020-04-29,7,1.0125952933377533
Iraq,2020-04-29,238,-3.3193592705416077
Estonia,2020-04-29,128,-3.3485959923397948
North Korea,2020-04-29,718,-3.028871912155612
Japan,2020-04-29,2115,-2.6367431777676957
Ukraine,2020-04-29,467,-3.2062535024684493
Thailand,2020-04-29,759,-3.291834673621242
South Korea,2020-04-29,1829,-2.6654644617144481
Cameroon,2020-04-29,153,-1.6781934627400539
Tajikistan,2020-04-29,101,-2.8873603361427573
South Sudan,2020-04-29,73,-2.6424942495758454
Burundi,2020-04-29,47,-2.5928015130807722
Mauritius,2020-04-29,44,-1.2236442821804512
Anguilla,2020-04-29,15,-2.3175482379054779
West Bank,2020-04-29,99,-2.0370345156735383
Monaco,2020-04-29,21,-2.2656212571986467
Botswana,2020-04-29,83,-0.77913820303586911
French Polynesia,2020-04-29,7,-1.1279881255491084
Serbia,2020-04-29,104,-3.0397744146633356
Paracel Islands,2020-04-29,18,-3.6524987593618925
Mauritania,2020-04-29,23,-0.832036738339381
Paraguay,2020-04-29,12,-1.0717943630925368
Guatemala,2020-04-29,56,-4.3286039110049641
Taiwan,2020-04-29,553,-1.2915311286222566
Kosovo,2020-04-29,76,-2.7675016810240773
Tanzania,2020-04-29,185,-2.7301833619724052
British Virgin Islands,2020-04-29,3,-1.0489907604021307
Bolivia,2020-04-29,36,-2.8721430586357659
Burkina Faso,2020-04-29,30,-2.569150940424807
Andorra,2020-04-29,1,-3.23741007194245
Haiti,2020-04-29,134,-2.1202075529326185
Micronesia,2020-04-29,1,-2.98982188295165
Bhutan,2020-04-29,37,0.30714605534035333
Greece,2020-04-29,577,-1.9990160100565442
Nepal,2020-04-29,151,-1.0849289943543241
Gibraltar,2020-04-29,30,0.082913429077545509
Mozambique,2020-04-29,48,-4.7425495644506954
Martinique,2020-04-29,2,-1.94552529182879
United States,2020-04-29,80664,-1.7755766049596862
Suriname,2020-04-29,7,-0.84362008382221743
Zimbabwe,2020-04-29,552,-2.1383958707569111
Turkmenistan,2020-04-29,56,-3.0096742945384873
Guam,2020-04-29,186,-2.376924951961219
Lebanon,2020-04-29,578,-6.0654672472813846
Oman,2020-04-29,116,-0.87774954278866979
Papua New Guinea,2020-04-29,24,-2.7652024236555608
Cyprus,2020-04-29,111,-2.7396404492303557
Greenland,2020-04-29,20,-2.736097761664968
Bahrain,2020-04-29,96,-1.394944426669783
Croatia,2020-04-29,74,1.2076162061106084
Cambodia,2020-04-29,187,-3.5719712347682546
Barbados,2020-04-29,61,0.55608079878348926
